OpportunityID,OpportunityName,LeadID,Channel,OutletID,AccountID,ContactID,OwnerUserID,LeadSource,CreatedOn,StageNo,Stage,Status,Probability,TotalUnits,EstimatedRevenueINR,ExpectedCloseDate,ActualCloseDate,LastActivityOn,FinanceType,HasExchangeVehicle,IsTender,LostReason
OPP-029841,Punch EV - Bhavya Bhat,LD-0071686,Retail,OUT01,,CON-036862,USR-011,Referral,2025-11-09 21:11:08,7,7-Closed Lost,Lost,0,1,1224299,2025-12-01,2025-11-12,2025-11-12 00:24:34,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-029842,Tiago Petrol - Divya Kulkarni,LD-0071687,Retail,OUT03,,CON-036863,USR-102,Exchange Mela / Event,2025-11-08 23:06:14,6,6-Closed Won,Won,100,1,650068,2025-12-07,2025-12-24,2025-12-24 10:54:33,Bank Loan,False,False,
OPP-029843,Tiago Petrol - Vikram Murthy,LD-0071690,Retail,OUT06,,CON-036864,USR-170,Walk-in,2025-11-08 20:25:31,7,7-Closed Lost,Lost,0,1,551678,2025-12-10,2025-11-11,2025-11-11 00:14:42,Cash,False,False,Bought Competitor - Kia
OPP-029844,Nexon Petrol - Abhishek Rao,LD-0071692,Retail,OUT01,,CON-036865,USR-028,Walk-in,2025-11-08 21:24:13,7,7-Closed Lost,Lost,0,1,857998,2025-12-08,2025-11-13,2025-11-13 14:37:26,Bank Loan,False,False,Not Responding
OPP-029845,Safari Diesel - Kavya Hegde,LD-0071693,Retail,OUT07,,CON-036866,USR-183,Walk-in,2025-11-13 10:37:52,6,6-Closed Won,Won,100,1,1788935,2025-12-18,2025-12-25,2025-12-25 15:34:12,OEM Partner Finance,False,False,
OPP-029846,Curvv Petrol - Ritu Angadi,LD-0071696,Retail,OUT01,,CON-036867,USR-013,Referral,2025-11-09 23:44:41,7,7-Closed Lost,Lost,0,1,1341549,2025-12-03,2025-11-20,2025-11-20 17:08:21,OEM Partner Finance,True,False,Plan Postponed
OPP-029847,Harrier Diesel - Asha Menon,LD-0071700,Retail,OUT01,,CON-036868,USR-025,Social Media Ads,2025-11-12 10:17:04,7,7-Closed Lost,Lost,0,1,1891007,2025-12-09,2025-11-14,2025-11-14 20:18:15,Cash,True,False,Bought Competitor - Maruti Suzuki
OPP-029848,Nexon EV - Neha Murthy,LD-0071703,Retail,OUT03,,CON-036869,USR-082,Dealer Website,2025-11-14 02:30:44,7,7-Closed Lost,Lost,0,1,1268670,2025-12-11,2025-11-15,2025-11-15 14:56:50,Cash,False,False,Bought Competitor - Maruti Suzuki
OPP-029849,Altroz Petrol - Nayana Nair,LD-0071704,Retail,OUT07,,CON-036870,USR-194,OEM Website Lead,2025-11-14 20:42:45,7,7-Closed Lost,Lost,0,2,1420055,2025-12-06,2025-11-22,2025-11-22 07:41:09,Bank Loan,False,False,Price / Discount
OPP-029850,Tiago Petrol - Keerthi Patil,LD-0071705,Retail,OUT06,,CON-036871,USR-165,Social Media Ads,2025-11-13 03:17:50,7,7-Closed Lost,Lost,0,1,530904,2025-12-15,2025-11-15,2025-11-15 11:53:20,Bank Loan,False,False,Bought Competitor - Mahindra
OPP-029851,Tiago CNG - Sachin Fernandes,LD-0071710,Retail,OUT07,,CON-036872,USR-185,OEM Website Lead,2025-11-12 18:15:39,6,6-Closed Won,Won,100,1,776112,2025-12-10,2026-01-06,2026-01-06 14:30:15,Cash,True,False,
OPP-029852,Harrier EV - Prakash Raju,LD-0071711,Retail,OUT03,,CON-036873,USR-102,Social Media Ads,2025-11-10 22:22:48,7,7-Closed Lost,Lost,0,1,2343874,2025-11-30,2025-11-13,2025-11-13 15:42:28,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-029853,Nexon Petrol - Manoj Reddy,LD-0071713,Retail,OUT04,,CON-036874,USR-109,Dealer Website,2025-11-09 18:00:12,7,7-Closed Lost,Lost,0,1,1059079,2025-12-12,2025-11-30,2025-11-30 03:53:45,OEM Partner Finance,True,False,Bought Competitor - Mahindra
OPP-029854,Nexon Diesel - Pallavi Desai,LD-0071716,Retail,OUT03,,CON-036875,USR-082,Social Media Ads,2025-11-12 20:19:27,7,7-Closed Lost,Lost,0,1,1178535,2025-12-02,2025-11-13,2025-11-13 03:31:49,Bank Loan,True,False,Not Responding
OPP-029855,Tiago Petrol - Girish Shetty,LD-0071721,Retail,OUT01,,CON-036876,USR-013,Social Media Ads,2025-11-13 06:29:20,7,7-Closed Lost,Lost,0,1,622547,2025-11-30,2025-11-17,2025-11-17 11:38:17,Bank Loan,False,False,Plan Postponed
OPP-029856,Chandra Finance Pvt Ltd - Mangaluru Bran - 4x Nexon Petrol,LD-0071722,Corporate & Fleet,OUT08,ACC-00095,CON-000216,USR-198,OEM Fleet Desk Referral,2025-11-14 12:58:13,7,7-Closed Lost,Lost,0,4,4023949,2026-01-27,2025-11-19,2025-11-19 07:31:48,Leasing,False,False,Budget Freeze
OPP-029857,Garden City Mobility Services Pvt Ltd - 3x Tiago CNG,LD-0071723,Corporate & Fleet,OUT08,ACC-00991,CON-002163,USR-206,Existing Customer,2025-11-25 02:32:54,7,7-Closed Lost,Lost,0,3,2268216,2026-02-06,2026-01-07,2026-01-07 00:04:14,Bank Loan,False,False,No Decision
OPP-029858,Curvv EV - Vani Singh,LD-0071725,Retail,OUT06,,CON-036877,USR-170,OEM Website Lead,2025-11-12 04:22:05,7,7-Closed Lost,Lost,0,1,1643204,2025-12-12,2025-11-25,2025-11-25 10:12:50,Bank Loan,False,False,Waiting Period Too Long
OPP-029859,Police Motor Transport Unit - Davanagere - 3x Tigor EV,LD-0071729,Corporate & Fleet,OUT08,ACC-02706,CON-005512,USR-216,Existing Customer,2025-11-26 10:05:00,6,6-Closed Won,Won,100,3,3099530,2026-01-23,2026-01-31,2026-01-31 22:34:43,Corporate Purchase,False,False,
OPP-029860,Altroz CNG - Pallavi Verma,LD-0071731,Retail,OUT07,,CON-036878,USR-194,OEM Website Lead,2025-11-13 15:48:03,7,7-Closed Lost,Lost,0,1,761262,2025-12-16,2025-11-21,2025-11-21 21:32:35,Bank Loan,True,False,Bought Competitor - Hyundai
OPP-029861,Tiago EV - Sachin Babu,LD-0071732,Retail,OUT04,,CON-036879,USR-109,Dealer Website,2025-11-10 03:38:51,7,7-Closed Lost,Lost,0,1,845449,2025-12-06,2025-11-15,2025-11-15 01:22:06,Bank Loan,False,False,Price / Discount
OPP-029862,Tiago Petrol - Rekha Verma,LD-0071733,Retail,OUT03,,CON-036880,USR-099,Walk-in,2025-11-09 10:30:57,6,6-Closed Won,Won,100,1,651796,2025-12-11,2025-12-21,2025-12-21 07:40:41,Bank Loan,False,False,
OPP-029863,Tigor CNG - Naveen Nair,LD-0071734,Retail,OUT02,,CON-036881,USR-058,Walk-in,2025-11-09 16:39:02,7,7-Closed Lost,Lost,0,1,779145,2025-12-01,2025-11-14,2025-11-14 12:34:47,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-029864,Nexon Petrol - Ashwini Babu,LD-0071737,Retail,OUT05,,CON-036882,USR-141,Referral,2025-11-10 03:26:59,6,6-Closed Won,Won,100,1,882023,2025-11-29,2026-01-04,2026-01-04 22:40:58,Bank Loan,True,False,
OPP-029865,Tiago Petrol - Pooja Swamy,LD-0071738,Retail,OUT01,,CON-036883,USR-039,Google Ads,2025-11-10 19:34:54,6,6-Closed Won,Won,100,1,573973,2025-12-12,2025-12-07,2025-12-07 18:39:49,Bank Loan,False,False,
OPP-029866,Tiago CNG - Asha Shetty,LD-0071741,Retail,OUT04,,CON-036884,USR-114,Dealer Website,2025-11-13 04:17:04,6,6-Closed Won,Won,100,1,784804,2025-12-14,2025-12-19,2025-12-19 11:01:02,Cash,True,False,
OPP-029867,Tiago CNG - Sandeep Menon,LD-0071743,Retail,OUT03,,CON-036885,USR-097,Walk-in,2025-11-09 11:24:01,1,1-Enquiry,Open,10,1,715076,2025-12-10,,2025-11-11 08:30:32,Cash,False,False,
OPP-029868,Nexon CNG - Irfan Shetty,LD-0071746,Retail,OUT05,,CON-036886,USR-144,Dealer Website,2025-11-13 07:07:03,7,7-Closed Lost,Lost,0,1,902011,2025-12-09,2025-11-17,2025-11-17 16:32:04,Cash,True,False,Waiting Period Too Long
OPP-029869,Nexon CNG - Karthik Hiremath,LD-0071747,Retail,OUT01,,CON-036887,USR-039,Dealer Website,2025-11-11 19:45:05,7,7-Closed Lost,Lost,0,1,939107,2025-12-14,2025-11-12,2025-11-12 18:33:23,Bank Loan,False,False,Not Responding
OPP-029870,Altroz CNG - Abhishek Swamy,LD-0071748,Retail,OUT04,,CON-036888,USR-126,Car Portal,2025-11-11 17:40:48,7,7-Closed Lost,Lost,0,1,775561,2025-12-06,2025-11-24,2025-11-24 18:13:47,Bank Loan,False,False,Price / Discount
OPP-029871,Tiago Petrol - Joseph Patil,LD-0071749,Retail,OUT05,,CON-036889,USR-158,Walk-in,2025-11-10 08:06:00,6,6-Closed Won,Won,100,1,546870,2025-12-03,2025-12-04,2025-12-04 04:45:31,OEM Partner Finance,False,False,
OPP-029872,Punch EV - Mary Chandra,LD-0071751,Retail,OUT04,,CON-036890,USR-109,Walk-in,2025-11-10 21:14:04,7,7-Closed Lost,Lost,0,1,1307400,2025-12-06,2025-11-12,2025-11-12 09:40:43,OEM Partner Finance,False,False,Plan Postponed
OPP-029873,Safari Diesel - Aditi Singh,LD-0071753,Retail,OUT06,,CON-036891,USR-165,Walk-in,2025-11-13 23:37:25,7,7-Closed Lost,Lost,0,1,1889054,2025-12-17,2025-11-23,2025-11-23 23:04:17,Cash,False,False,Price / Discount
OPP-029874,Punch Petrol - Rohan Gupta,LD-0071756,Retail,OUT05,,CON-036892,USR-141,Social Media Ads,2025-11-13 01:33:29,7,7-Closed Lost,Lost,0,1,688442,2025-12-15,2025-11-23,2025-11-23 03:49:43,OEM Partner Finance,False,False,Not Responding
OPP-029875,Altroz Petrol - Kavya Swamy,LD-0071759,Retail,OUT04,,CON-036893,USR-122,Walk-in,2025-11-09 16:25:06,6,6-Closed Won,Won,100,1,693221,2025-12-11,2025-12-05,2025-12-05 08:53:34,Cash,False,False,
OPP-029876,Tiago EV - Rajesh Pinto,LD-0071760,Retail,OUT07,,CON-036894,USR-185,Referral,2025-11-11 03:10:39,7,7-Closed Lost,Lost,0,1,861005,2025-12-14,2025-11-24,2025-11-24 15:24:54,OEM Partner Finance,False,False,Price / Discount
OPP-029877,Nexon CNG - Anita Acharya,LD-0071765,Retail,OUT04,,CON-036895,USR-112,Walk-in,2025-11-09 17:17:12,7,7-Closed Lost,Lost,0,1,1015773,2025-12-04,2025-11-12,2025-11-12 05:52:07,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-029878,Nexon EV - Kiran Agarwal,LD-0071766,Retail,OUT02,,CON-036896,USR-058,Walk-in,2025-11-09 12:57:30,6,6-Closed Won,Won,100,1,1504508,2025-12-01,2025-11-25,2025-11-25 14:40:10,OEM Partner Finance,True,False,
OPP-029879,Tiago Petrol - Nikhil Hiremath,LD-0071767,Retail,OUT06,,CON-036897,USR-165,Walk-in,2025-11-09 17:59:28,7,7-Closed Lost,Lost,0,1,552378,2025-12-11,2025-11-10,2025-11-10 11:30:27,Bank Loan,True,False,Plan Postponed
OPP-029880,Punch Petrol - Akash Pai,LD-0071769,Retail,OUT02,,CON-036898,USR-044,Google Ads,2025-11-09 23:49:08,7,7-Closed Lost,Lost,0,1,715672,2025-11-29,2025-11-22,2025-11-22 20:18:15,Bank Loan,False,False,Price / Discount
OPP-029881,Tigor CNG - Prakash Naik,LD-0071772,Retail,OUT04,,CON-036899,USR-129,Walk-in,2025-11-09 18:24:17,7,7-Closed Lost,Lost,0,1,784932,2025-12-03,2025-11-15,2025-11-15 16:06:29,Bank Loan,False,False,Bought Competitor - Mahindra
OPP-029882,Tiago EV - Asha Iyer,LD-0071773,Retail,OUT01,,CON-036900,USR-036,Google Ads,2025-11-10 19:14:20,7,7-Closed Lost,Lost,0,1,919098,2025-12-08,2025-11-14,2025-11-14 05:54:00,Bank Loan,False,False,Price / Discount
OPP-029883,Tigor Petrol - Pooja Prasad,LD-0071776,Retail,OUT03,,CON-036901,USR-102,Walk-in,2025-11-09 17:31:44,7,7-Closed Lost,Lost,0,1,621632,2025-12-07,2025-11-17,2025-11-17 20:54:00,Cash,False,False,Waiting Period Too Long
OPP-029884,Altroz Petrol - Sandeep Khan,LD-0071779,Retail,OUT03,,CON-036902,USR-102,Exchange Mela / Event,2025-11-10 09:11:46,7,7-Closed Lost,Lost,0,1,670182,2025-12-05,2025-11-11,2025-11-11 06:55:43,OEM Partner Finance,True,False,Bought Competitor - Kia
OPP-029885,Tiago CNG - Sanjay Sharma,LD-0071781,Retail,OUT03,,CON-036903,USR-089,Car Portal,2025-11-12 08:37:31,6,6-Closed Won,Won,100,1,651935,2025-11-30,2025-11-29,2025-11-29 09:52:53,Bank Loan,True,False,
OPP-029886,Nexon EV - Gautam Desai,LD-0071784,Retail,OUT04,,CON-036904,USR-118,Referral,2025-11-09 22:40:01,7,7-Closed Lost,Lost,0,1,1553596,2025-12-10,2025-11-10,2025-11-10 16:34:59,Bank Loan,True,False,Not Responding
OPP-029887,Altroz Petrol - Asha Hiremath,LD-0071786,Retail,OUT03,,CON-036905,USR-085,OEM Website Lead,2025-11-10 14:52:37,7,7-Closed Lost,Lost,0,1,758881,2025-12-11,2025-11-20,2025-11-20 21:03:00,Cash,False,False,Loan Rejected
OPP-029888,Tiago Petrol - Karthik Iyer,LD-0071792,Retail,OUT03,,CON-036906,USR-099,Exchange Mela / Event,2025-11-09 17:06:01,7,7-Closed Lost,Lost,0,1,683095,2025-12-06,2025-11-16,2025-11-16 12:57:51,Cash,False,False,Not Responding
OPP-029889,Nexon Petrol - Asha Raju,LD-0071795,Retail,OUT04,,CON-036907,USR-109,Walk-in,2025-11-11 08:49:19,7,7-Closed Lost,Lost,0,1,897849,2025-12-06,2025-11-29,2025-11-29 06:56:30,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-029890,Tiago Petrol - Arjun Menon,LD-0071796,Retail,OUT06,,CON-036908,USR-165,Referral,2025-11-09 22:26:50,7,7-Closed Lost,Lost,0,1,569800,2025-12-10,2025-11-11,2025-11-11 15:07:26,Bank Loan,False,False,Plan Postponed
OPP-029891,Harrier Diesel - Sneha Babu,LD-0071797,Retail,OUT01,,CON-036909,USR-025,Referral,2025-11-13 16:48:07,7,7-Closed Lost,Lost,0,1,1819918,2025-12-17,2025-11-20,2025-11-20 02:31:30,Bank Loan,False,False,Not Responding
OPP-029892,Harrier Diesel - Shashank Iyer,LD-0071799,Retail,OUT05,,CON-036910,USR-147,Referral,2025-11-10 18:40:11,7,7-Closed Lost,Lost,0,1,1566467,2025-11-30,2025-11-20,2025-11-20 21:25:57,Bank Loan,False,False,Not Responding
OPP-029893,Punch CNG - Sowmya Shetty,LD-0071801,Retail,OUT01,,CON-036911,USR-032,OEM Website Lead,2025-11-14 03:07:20,7,7-Closed Lost,Lost,0,1,703530,2025-12-17,2025-11-20,2025-11-20 18:56:08,OEM Partner Finance,False,False,Bought Competitor - Maruti Suzuki
OPP-029894,Punch CNG - Sneha Khan,LD-0071802,Retail,OUT03,,CON-036912,USR-097,Walk-in,2025-11-09 20:24:43,7,7-Closed Lost,Lost,0,1,742704,2025-12-14,2025-11-17,2025-11-17 03:31:22,Cash,True,False,Bought Competitor - Maruti Suzuki
OPP-029895,Tiago EV - Meghana Jain,LD-0071804,Retail,OUT04,,CON-036913,USR-112,Walk-in,2025-11-09 15:38:32,7,7-Closed Lost,Lost,0,1,922397,2025-11-27,2025-11-21,2025-11-21 14:11:32,Bank Loan,True,False,Price / Discount
OPP-029896,Altroz Petrol - Meghana Raju,LD-0071805,Retail,OUT03,,CON-036914,USR-102,Referral,2025-11-14 02:39:16,6,6-Closed Won,Won,100,1,677498,2025-12-14,2025-11-28,2025-11-28 15:13:56,OEM Partner Finance,False,False,
OPP-029897,Harrier Diesel - Imran Shenoy,LD-0071808,Retail,OUT01,,CON-036915,USR-013,Walk-in,2025-11-09 19:25:26,7,7-Closed Lost,Lost,0,1,1807940,2025-12-02,2025-11-14,2025-11-14 20:48:26,OEM Partner Finance,False,False,Loan Rejected
OPP-029898,Punch EV - Suresh Angadi,LD-0071810,Retail,OUT02,,CON-036916,USR-058,Google Ads,2025-11-11 19:14:22,7,7-Closed Lost,Lost,0,1,1331122,2025-12-12,2025-11-18,2025-11-18 04:56:43,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-029899,Sharada Credit Services Pvt Ltd - 1x Curvv Petrol,LD-0071811,Corporate & Fleet,OUT08,ACC-02343,CON-004823,USR-206,Referral,2025-11-25 15:12:45,6,6-Closed Won,Won,100,1,1116465,2026-01-31,2026-02-12,2026-02-12 08:40:24,Bank Loan,False,False,
OPP-029900,Safari Diesel - Pallavi Hegde,LD-0071812,Retail,OUT01,,CON-036917,USR-039,Walk-in,2025-11-09 23:04:42,6,6-Closed Won,Won,100,1,1505977,2025-12-04,2025-11-25,2025-11-25 01:03:30,OEM Partner Finance,False,False,
OPP-029901,Tiago CNG - Lakshmi Pinto,LD-0071815,Retail,OUT04,,CON-036918,USR-122,Walk-in,2025-11-10 07:06:00,6,6-Closed Won,Won,100,1,741433,2025-12-15,2025-12-10,2025-12-10 15:26:49,Bank Loan,False,False,
OPP-029902,Tiago CNG - Chaitra Reddy,LD-0071816,Retail,OUT04,,CON-036919,USR-129,Walk-in,2025-11-11 22:20:17,6,6-Closed Won,Won,100,1,667200,2025-11-30,2025-12-09,2025-12-09 07:00:56,Bank Loan,False,False,
OPP-029903,Nexon Diesel - Lakshmi Hegde,LD-0071818,Retail,OUT01,,CON-036920,USR-011,Car Portal,2025-11-10 01:01:37,7,7-Closed Lost,Lost,0,1,1284825,2025-11-28,2025-11-17,2025-11-17 14:24:25,Bank Loan,False,False,Price / Discount
OPP-029904,Tigor CNG - Vidya Kumar,LD-0071819,Retail,OUT02,,CON-036921,USR-050,Walk-in,2025-11-09 20:53:51,7,7-Closed Lost,Lost,0,1,818396,2025-12-01,2025-11-27,2025-11-27 17:14:42,Bank Loan,True,False,Price / Discount
OPP-029905,Nexon Petrol - Girish Sharma,LD-0071820,Retail,OUT01,,CON-036922,USR-013,Social Media Ads,2025-11-14 02:15:28,7,7-Closed Lost,Lost,0,1,1024211,2025-12-11,2025-11-21,2025-11-21 13:15:28,Bank Loan,True,False,Bought Competitor - Hyundai
OPP-029906,Tiago Petrol - Tejas Bhat,LD-0071821,Retail,OUT06,,CON-036923,USR-170,Walk-in,2025-11-11 09:52:01,7,7-Closed Lost,Lost,0,1,547441,2025-12-09,2025-11-14,2025-11-14 00:06:16,Cash,True,False,Bought Competitor - Maruti Suzuki
OPP-029907,Nexon EV - Ganesh Agarwal,LD-0071822,Retail,OUT02,,CON-036924,USR-065,OEM Website Lead,2025-11-13 14:09:16,7,7-Closed Lost,Lost,0,1,1406007,2025-12-18,2025-11-29,2025-11-29 17:32:44,OEM Partner Finance,False,False,Plan Postponed
OPP-029908,Kadamba Fleet Services - 2x Tigor CNG,LD-0071824,Corporate & Fleet,OUT08,ACC-01770,CON-003678,USR-206,Existing Customer,2025-11-25 04:51:16,7,7-Closed Lost,Lost,0,2,1488519,2026-03-05,2025-11-26,2025-11-26 06:53:24,Leasing,False,False,Competitor Fleet Offer
OPP-029909,Hoysala Leasing LLP - 8x Nexon Petrol,LD-0071825,Corporate & Fleet,OUT08,ACC-03418,CON-006921,USR-214,OEM Fleet Desk Referral,2025-11-26 21:28:08,7,7-Closed Lost,Lost,0,8,6658163,2026-02-06,2025-12-05,2025-12-05 17:43:23,Leasing,False,False,Went with Leasing Company
OPP-029910,Punch Petrol - Vinod Patil,LD-0071826,Retail,OUT02,,CON-036925,USR-065,Walk-in,2025-11-09 19:25:23,6,6-Closed Won,Won,100,1,713491,2025-12-12,2025-12-12,2025-12-12 10:34:08,Bank Loan,True,False,
OPP-029911,Curvv Petrol - Swathi Fernandes,LD-0071828,Retail,OUT01,,CON-036926,USR-011,Walk-in,2025-11-12 19:44:58,7,7-Closed Lost,Lost,0,1,1240486,2025-12-11,2025-11-19,2025-11-19 15:51:19,Bank Loan,False,False,Bought Competitor - Kia
OPP-029912,Nexon Petrol - Ananya Naik,LD-0071829,Retail,OUT06,,CON-036927,USR-165,Walk-in,2025-11-11 11:33:19,7,7-Closed Lost,Lost,0,1,859598,2025-12-09,2025-11-19,2025-11-19 05:36:56,Cash,False,False,Bought Competitor - Hyundai
OPP-029913,Annapoorna Corporate Mobility Pvt Ltd - 3x Tiago EV,LD-0071832,Corporate & Fleet,OUT08,ACC-03160,CON-006398,USR-216,Existing Customer,2025-11-22 14:29:22,7,7-Closed Lost,Lost,0,3,2455340,2026-01-27,2026-01-11,2026-01-11 09:13:28,Leasing,False,False,Competitor Fleet Offer
OPP-029914,Tigor Petrol - Rajesh Chandra,LD-0071833,Retail,OUT01,,CON-036928,USR-032,Walk-in,2025-11-09 23:53:42,7,7-Closed Lost,Lost,0,1,658479,2025-12-13,2025-11-12,2025-11-12 01:52:02,OEM Partner Finance,False,False,Waiting Period Too Long
OPP-029915,Punch Petrol - Ravi Fernandes,LD-0071834,Retail,OUT07,,CON-036929,USR-188,Car Portal,2025-11-10 14:06:55,7,7-Closed Lost,Lost,0,1,652120,2025-12-08,2025-11-24,2025-11-24 00:33:16,Bank Loan,True,False,Not Responding
OPP-029916,Curvv EV - Nandini Iyer,LD-0071835,Retail,OUT04,,CON-036930,USR-112,Walk-in,2025-11-09 18:07:43,7,7-Closed Lost,Lost,0,1,1728132,2025-12-11,2025-11-18,2025-11-18 11:53:01,Bank Loan,True,False,Waiting Period Too Long
OPP-029917,Tiago CNG - Sachin Kulkarni,LD-0071837,Retail,OUT06,,CON-036931,USR-176,Walk-in,2025-11-10 01:07:47,7,7-Closed Lost,Lost,0,1,651716,2025-12-12,2025-11-16,2025-11-16 21:37:10,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-029918,Tiago Petrol - Yogesh Hiremath,LD-0071840,Retail,OUT01,,CON-036932,USR-028,Walk-in,2025-11-13 08:33:55,6,6-Closed Won,Won,100,1,552421,2025-12-07,2026-01-12,2026-01-12 15:01:49,Bank Loan,True,False,
OPP-029919,Rapid Fleet Services Pvt Ltd - 6x Xpres-T EV,LD-0071841,Corporate & Fleet,OUT08,ACC-04683,CON-009368,USR-214,Referral,2025-11-14 03:38:05,7,7-Closed Lost,Lost,0,6,4980498,2026-02-01,2025-12-08,2025-12-08 06:18:18,Corporate Purchase,False,False,Budget Freeze
OPP-029920,Tigor EV - Srinivas Bhat,LD-0071847,Retail,OUT07,,CON-036933,USR-183,OEM Website Lead,2025-11-12 17:37:20,7,7-Closed Lost,Lost,0,1,1341114,2025-12-02,2025-11-20,2025-11-20 23:46:33,Bank Loan,False,False,Not Responding
OPP-029921,Punch Petrol - Akshata Agarwal,LD-0071850,Retail,OUT05,,CON-036934,USR-151,OEM Website Lead,2025-11-12 01:56:26,6,6-Closed Won,Won,100,1,715237,2025-12-02,2025-11-27,2025-11-27 12:17:12,Bank Loan,True,False,
OPP-029922,Punch Petrol - Arjun Naik,LD-0071855,Retail,OUT01,,CON-036935,USR-011,Social Media Ads,2025-11-13 08:12:48,6,6-Closed Won,Won,100,1,750004,2025-12-17,2025-12-06,2025-12-06 06:43:00,Bank Loan,True,False,
OPP-029923,Punch CNG - Arun Naik,LD-0071856,Retail,OUT03,,CON-036936,USR-097,OEM Website Lead,2025-11-11 10:49:17,6,6-Closed Won,Won,100,1,848396,2025-12-01,2026-01-20,2026-01-20 10:41:25,Cash,False,False,
OPP-029924,Tiago EV - Pavan Desai,LD-0071861,Retail,OUT01,,CON-036937,USR-032,Dealer Website,2025-11-12 01:22:12,7,7-Closed Lost,Lost,0,1,847935,2025-12-15,2025-11-15,2025-11-15 01:31:09,Cash,False,False,Plan Postponed
OPP-029925,Altroz CNG - Chaitra Joshi,LD-0071862,Retail,OUT06,,CON-036938,USR-167,Dealer Website,2025-11-13 16:03:27,6,6-Closed Won,Won,100,1,767080,2025-12-09,2026-01-13,2026-01-13 22:31:39,Cash,False,False,
OPP-029926,Harrier EV - Ananya Verma,LD-0071864,Retail,OUT02,,CON-036939,USR-050,Dealer Website,2025-11-12 22:52:34,7,7-Closed Lost,Lost,0,1,2120539,2025-12-01,2025-11-16,2025-11-16 08:18:54,Cash,True,False,Plan Postponed
OPP-029927,Tiago Petrol - Yogesh Joshi,LD-0071868,Retail,OUT01,,CON-036940,USR-025,Google Ads,2025-11-10 21:27:03,7,7-Closed Lost,Lost,0,1,591115,2025-12-03,2025-11-26,2025-11-26 17:48:15,Bank Loan,False,False,Loan Rejected
OPP-029928,Altroz CNG - Asha Pai,LD-0071869,Retail,OUT01,,CON-036941,USR-028,Dealer Website,2025-11-15 02:09:23,7,7-Closed Lost,Lost,0,1,914790,2025-12-03,2025-11-18,2025-11-18 10:44:47,Bank Loan,False,False,Price / Discount
OPP-029929,Tiago Petrol - Shruti Desai,LD-0071870,Retail,OUT01,,CON-036942,USR-011,OEM Website Lead,2025-11-10 22:18:16,7,7-Closed Lost,Lost,0,1,669247,2025-12-07,2025-11-25,2025-11-25 05:17:15,Cash,True,False,Price / Discount
OPP-029930,Nexon Petrol - Anil Bhat,LD-0071872,Retail,OUT07,,CON-036943,USR-191,OEM Website Lead,2025-11-15 17:46:18,7,7-Closed Lost,Lost,0,1,1005296,2025-12-20,2025-11-18,2025-11-18 16:16:29,OEM Partner Finance,False,False,Price / Discount
OPP-029931,Punch Petrol - Keerthi Angadi,LD-0071876,Retail,OUT03,,CON-036944,USR-102,Car Portal,2025-11-13 04:24:57,7,7-Closed Lost,Lost,0,1,730378,2025-12-12,2025-11-15,2025-11-15 16:36:12,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-029932,Tigor CNG - Chaitra Hegde,LD-0071878,Retail,OUT04,,CON-036945,USR-118,Dealer Website,2025-11-12 04:11:55,7,7-Closed Lost,Lost,0,1,929801,2025-12-02,2025-11-18,2025-11-18 13:32:33,Bank Loan,False,False,Waiting Period Too Long
OPP-029933,Tiago CNG - Vinay Nair,LD-0071879,Retail,OUT06,,CON-036946,USR-176,Social Media Ads,2025-11-12 03:14:30,7,7-Closed Lost,Lost,0,1,739392,2025-12-08,2025-11-13,2025-11-13 20:20:20,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-029934,Punch Petrol - Ritu Patil,LD-0071880,Retail,OUT02,,CON-036947,USR-056,OEM Website Lead,2025-11-13 01:50:05,1,1-Enquiry,Open,10,1,685277,2025-12-12,,2025-11-21 08:28:22,Cash,False,False,
OPP-029935,Omkar Pharmaceuticals Pvt Ltd - 1x Nexon Petrol,LD-0071883,Corporate & Fleet,OUT08,ACC-00486,CON-001102,USR-198,LinkedIn Sales Navigator,2025-11-26 20:20:06,7,7-Closed Lost,Lost,0,1,1022344,2026-02-02,2025-12-02,2025-12-02 06:07:36,Bank Loan,False,False,Delivery Timeline
OPP-029936,Tiago EV - Ramesh Fernandes,LD-0071888,Retail,OUT02,,CON-036948,USR-044,Walk-in,2025-11-13 04:46:22,6,6-Closed Won,Won,100,1,1011327,2025-12-10,2025-12-03,2025-12-03 07:36:10,Cash,False,False,
OPP-029937,Safari Diesel - Shilpa Kulkarni,LD-0071889,Retail,OUT07,,CON-036949,USR-188,Car Portal,2025-11-11 15:17:29,7,7-Closed Lost,Lost,0,1,1527723,2025-12-05,2025-11-14,2025-11-14 04:33:27,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
